site_catid,air_monitor,start_date,year,month,ozone_8hr_ppb,pm25_avg,weekday,monitor_lat,monitor_long,sfc_wx_station,upper_air_station,temp_f_max,temp_f_avg,winddir_mode,windspd_mph_med,wind_calm,precip_in_sum,rh_avg,dewpoint_f_avg,cloud_cover_avg,overcast_height_min
27-017-7416,Fond Du Lac,2013-04-06,2013,4,42,NaN,6,46.70527,-92.52377,COQ,KINL,33.92,32.002916666666664,E,8.325,0.35714285714285715,0.2376,87.25,28.64375,0.99,400
27-017-7416,Fond Du Lac,2013-04-06,2013,4,42,NaN,6,46.70527,-92.52377,COQ,KINL,33.93,31.977083333333333,E,8.31,0.35714285714285715,0.2395,87.25,28.625833333333333,0.99,400
27-017-7416,Fond Du Lac,2013-04-07,2013,4,41,NaN,0,46.70527,-92.52377,COQ,KINL,36.34,34.513333333333335,Calm,3.56,0.8571428571428571,0.001,78.83333333333333,28.600416666666668,0.99,700
27-017-7416,Fond Du Lac,2013-04-07,2013,4,41,NaN,0,46.70527,-92.52377,COQ,KINL,36.3,34.49666666666667,Calm,3.55,0.8571428571428571,9e-4,78.83333333333333,28.585,0.99,700
27-017-7416,Fond Du Lac,2013-04-08,2013,4,37,NaN,1,46.70527,-92.52377,COQ,KINL,37,34.806666666666665,Calm,4.855,0.5,0.1029,85.95833333333333,30.985,0.96,200
27-017-7416,Fond Du Lac,2013-04-08,2013,4,37,NaN,1,46.70527,-92.52377,COQ,KINL,36.99,34.80625,Calm,4.88,0.5,0.1018,85.875,30.975416666666668,0.96,200
27-017-7416,Fond Du Lac,2013-04-09,2013,4,40,NaN,2,46.70527,-92.52377,COQ,KINL,38.92,33.82125,N,8.760000000000002,0,0,62.916666666666664,22.174583333333334,0.37,3300
27-017-7416,Fond Du Lac,2013-04-09,2013,4,40,NaN,2,46.70527,-92.52377,COQ,KINL,38.92,33.812083333333334,N,8.780000000000001,0,0,62.708333333333336,22.12625,0.37,3300
27-017-7416,Fond Du Lac,2013-04-10,2013,4,42,NaN,3,46.70527,-92.52377,COQ,KINL,36.9,33.120416666666664,NE,12.335,0,0,45.833333333333336,13.432083333333333,0.27,1e4
27-017-7416,Fond Du Lac,2013-04-10,2013,4,42,NaN,3,46.70527,-92.52377,COQ,KINL,36.91,33.10208333333333,NE,12.355,0,0,45.708333333333336,13.272083333333333,0.26,1e4
27-017-7416,Fond Du Lac,2013-04-11,2013,4,43,NaN,4,46.70527,-92.52377,COQ,KINL,30.8,28.929166666666667,E,22.175,0,0.0371,77.04166666666667,22.503333333333334,0.96,100
27-017-7416,Fond Du Lac,2013-04-11,2013,4,43,NaN,4,46.70527,-92.52377,COQ,KINL,30.73,28.879166666666666,E,22.23,0,0.0349,77.16666666666667,22.4975,0.96,100
27-017-7416,Fond Du Lac,2013-04-12,2013,4,35,NaN,5,46.70527,-92.52377,COQ,KINL,30.1,27.9725,NE,13.665,0,0.0322,82.04166666666667,23.14666666666667,1,400
27-017-7416,Fond Du Lac,2013-04-12,2013,4,35,NaN,5,46.70527,-92.52377,COQ,KINL,30.09,27.94125,NE,13.67,0,0.03,82.04166666666667,23.125,1,400
27-017-7416,Fond Du Lac,2013-04-13,2013,4,39,NaN,6,46.70527,-92.52377,COQ,KINL,34.08,27.18625,Calm,3.69,0.6428571428571429,8e-4,70.79166666666667,18.526666666666667,0.83,1200
27-017-7416,Fond Du Lac,2013-04-13,2013,4,39,NaN,6,46.70527,-92.52377,COQ,KINL,34.07,27.1575,Calm,3.7249999999999996,0.6428571428571429,0,70.79166666666667,18.484583333333333,0.84,1200
27-017-7416,Fond Du Lac,2013-04-14,2013,4,43,NaN,0,46.70527,-92.52377,COQ,KINL,36.07,27.18125,E,14.559999999999999,0.07142857142857142,0.066,75.875,20.082083333333333,0.45,600
27-017-7416,Fond Du Lac,2013-04-14,2013,4,43,NaN,0,46.70527,-92.52377,COQ,KINL,36.06,27.155,E,14.61,0.07142857142857142,0.0636,75.875,20.02625,0.45,600
27-017-7416,Fond Du Lac,2013-04-15,2013,4,40,NaN,1,46.70527,-92.52377,COQ,KINL,36.23,33.544583333333335,SW,9.625,0.07142857142857142,0.009,82.20833333333333,28.66125,0.99,100
27-017-7416,Fond Du Lac,2013-04-15,2013,4,40,NaN,1,46.70527,-92.52377,COQ,KINL,36.21,33.51833333333333,SW,9.57,0.07142857142857142,0.0067,82.20833333333333,28.640416666666667,0.99,100
27-017-7416,Fond Du Lac,2013-04-16,2013,4,39,NaN,2,46.70527,-92.52377,COQ,KINL,39.34,36.12625,W,7.71,0.2857142857142857,0,62.791666666666664,23.891666666666666,0.92,1e3
27-017-7416,Fond Du Lac,2013-04-16,2013,4,39,NaN,2,46.70527,-92.52377,COQ,KINL,39.31,36.12375,W,7.74,0.2857142857142857,0,62.666666666666664,23.815833333333334,0.92,1e3
27-017-7416,Fond Du Lac,2013-04-17,2013,4,38,NaN,3,46.70527,-92.52377,COQ,KINL,35.47,32.58208333333334,E,8.78,0,0.0285,78.625,26.55,0.84,800
27-017-7416,Fond Du Lac,2013-04-17,2013,4,38,NaN,3,46.70527,-92.52377,COQ,KINL,35.53,32.56583333333333,E,8.795000000000002,0,0.0288,78.58333333333333,26.526666666666667,0.84,800
27-017-7416,Fond Du Lac,2013-04-18,2013,4,39,NaN,4,46.70527,-92.52377,COQ,KINL,33.91,30.521666666666665,N,9.295,0,0.1402,88.33333333333333,27.417083333333334,0.99,200
27-017-7416,Fond Du Lac,2013-04-18,2013,4,39,NaN,4,46.70527,-92.52377,COQ,KINL,33.93,30.490416666666665,N,9.265,0,0.1368,88.41666666666667,27.39,0.99,200
27-017-7416,Fond Du Lac,2013-04-19,2013,4,47,NaN,5,46.70527,-92.52377,COQ,KINL,32.24,28.29083333333333,N,19.095,0,0.0242,65.91666666666667,17.448333333333334,0.75,200
27-017-7416,Fond Du Lac,2013-04-19,2013,4,47,NaN,5,46.70527,-92.52377,COQ,KINL,32.22,28.25208333333333,N,19.18,0,0.0218,65.79166666666667,17.397083333333335,0.75,200
27-017-7416,Fond Du Lac,2013-04-20,2013,4,51,NaN,6,46.70527,-92.52377,COQ,KINL,35.93,25.258333333333333,Calm,3.29,0.7142857142857143,0,42.333333333333336,3.4787500000000002,0,4e4
27-017-7416,Fond Du Lac,2013-04-20,2013,4,51,NaN,6,46.70527,-92.52377,COQ,KINL,35.93,25.244166666666665,Calm,3.3,0.7142857142857143,0,42.041666666666664,3.29875,0,4e4
27-017-7416,Fond Du Lac,2013-04-21,2013,4,45,NaN,0,46.70527,-92.52377,COQ,KINL,37.27,32.0325,Calm,5.275,0.14285714285714285,0.0692,70.125,23.13083333333333,0.86,400
27-017-7416,Fond Du Lac,2013-04-21,2013,4,45,NaN,0,46.70527,-92.52377,COQ,KINL,37.25,32.022083333333335,Calm,5.244999999999999,0.14285714285714285,0.0693,70.08333333333333,23.074166666666667,0.86,400
27-017-7416,Fond Du Lac,2013-04-22,2013,4,44,NaN,1,46.70527,-92.52377,COQ,KINL,37.44,33.53,N,5.91,0.2857142857142857,0.1463,74.79166666666667,25.81875,0.67,100
27-017-7416,Fond Du Lac,2013-04-22,2013,4,44,NaN,1,46.70527,-92.52377,COQ,KINL,37.4,33.49041666666667,N,5.915,0.2857142857142857,0.1471,74.79166666666667,25.785833333333333,0.66,100
27-017-7416,Fond Du Lac,2013-04-23,2013,4,50,NaN,2,46.70527,-92.52377,COQ,KINL,39.64,33.66833333333334,NW,8.405000000000001,0.07142857142857142,0.0226,55.333333333333336,16.88125,0.4,1500
27-017-7416,Fond Du Lac,2013-04-23,2013,4,50,NaN,2,46.70527,-92.52377,COQ,KINL,39.59,33.63666666666666,NW,8.455,0.07142857142857142,0.0215,55.25,16.795833333333334,0.4,1500
27-017-7416,Fond Du Lac,2013-04-24,2013,4,52,NaN,3,46.70527,-92.52377,COQ,KINL,39.07,31.48625,Calm,4.720000000000001,0.5,0.024399999999999998,65.20833333333333,20.705833333333334,0.45,400
27-017-7416,Fond Du Lac,2013-04-24,2013,4,52,NaN,3,46.70527,-92.52377,COQ,KINL,39.06,31.456666666666667,Calm,4.75,0.5,0.025,65.20833333333333,20.642083333333332,0.45,400
27-017-7416,Fond Du Lac,2013-04-25,2013,4,53,NaN,4,46.70527,-92.52377,COQ,KINL,43.55,35.13,W,6.9350000000000005,0.07142857142857142,0,61.583333333333336,21.429166666666667,0.32,800
27-017-7416,Fond Du Lac,2013-04-25,2013,4,53,NaN,4,46.70527,-92.52377,COQ,KINL,43.5,35.09,W,6.985,0.07142857142857142,0,61.458333333333336,21.333333333333332,0.32,800
27-017-7416,Fond Du Lac,2013-04-26,2013,4,53,NaN,5,46.70527,-92.52377,COQ,KINL,60.12,47.09,Calm,4.574999999999999,0.5,0.0026,48.791666666666664,27.688333333333333,0.2,5500
27-017-7416,Fond Du Lac,2013-04-26,2013,4,53,NaN,5,46.70527,-92.52377,COQ,KINL,60.18,47.126666666666665,Calm,4.625,0.5,0.0023,48.291666666666664,27.548333333333332,0.2,5500
27-017-7416,Fond Du Lac,2013-04-27,2013,4,51,NaN,6,46.70527,-92.52377,COQ,KINL,66.23,49.142916666666665,Calm,4.35,0.21428571428571427,0,48.291666666666664,26.744583333333335,0,4e4
27-017-7416,Fond Du Lac,2013-04-27,2013,4,51,NaN,6,46.70527,-92.52377,COQ,KINL,66.35,49.16875,Calm,4.41,0.21428571428571427,0,48.083333333333336,26.527916666666666,0,4e4
27-017-7416,Fond Du Lac,2013-04-28,2013,4,52,NaN,0,46.70527,-92.52377,COQ,KINL,66.49,53.68958333333333,Calm,6.5600000000000005,0,0.005299999999999999,58.208333333333336,38.36666666666667,0.35,8500
27-017-7416,Fond Du Lac,2013-04-28,2013,4,52,NaN,0,46.70527,-92.52377,COQ,KINL,66.61,53.711666666666666,Calm,6.645,0,0.0046,58.041666666666664,38.29708333333333,0.35,8500
27-017-7416,Fond Du Lac,2013-04-29,2013,4,47,NaN,1,46.70527,-92.52377,COQ,KINL,62.84,49.28916666666667,E,6.494999999999999,0.35714285714285715,0,49.916666666666664,28.43875,0.05,500
27-017-7416,Fond Du Lac,2013-04-29,2013,4,47,NaN,1,46.70527,-92.52377,COQ,KINL,62.91,49.263333333333335,E,6.55,0.35714285714285715,0,49.75,28.315833333333334,0.05,500
27-017-7416,Fond Du Lac,2013-04-30,2013,4,51,NaN,2,46.70527,-92.52377,COQ,KINL,65.54,51.52333333333333,W,8.1,0.07142857142857142,0.16720000000000002,59.166666666666664,33.427083333333336,0.45,200
27-017-7416,Fond Du Lac,2013-04-30,2013,4,51,NaN,2,46.70527,-92.52377,COQ,KINL,65.58,51.48041666666667,W,8.11,0.07142857142857142,0.1686,59.291666666666664,33.30083333333333,0.45,200
27-017-7416,Fond Du Lac,2013-05-01,2013,5,30,NaN,3,46.70527,-92.52377,COQ,KINL,50.09,39.43375,NW,8.835,0,0,51.041666666666664,22.62125,0.26,2600
27-017-7416,Fond Du Lac,2013-05-01,2013,5,30,NaN,3,46.70527,-92.52377,COQ,KINL,50.09,39.417500000000004,NW,8.855,0,0,50.833333333333336,22.52,0.26,2600
27-017-7416,Fond Du Lac,2013-05-02,2013,5,29,NaN,4,46.70527,-92.52377,COQ,KINL,42.12,35.24166666666667,N,8.15,0.0625,0,54.66666666666667,20.300833333333333,0.2,2400
27-017-7416,Fond Du Lac,2013-05-02,2013,5,29,NaN,4,46.70527,-92.52377,COQ,KINL,42.2,35.245416666666664,N,8.18,0.0625,0,54.5,20.202916666666667,0.21,2400
27-017-7416,Fond Du Lac,2013-05-03,2013,5,30,NaN,5,46.70527,-92.52377,COQ,KINL,35.54,31.05875,NE,7.359999999999999,0,0.0243,77.91666666666667,24.787083333333335,0.23,400
27-017-7416,Fond Du Lac,2013-05-03,2013,5,30,NaN,5,46.70527,-92.52377,COQ,KINL,35.58,30.999583333333334,NE,7.324999999999999,0,0.023299999999999998,78,24.7425,0.23,400
27-017-7416,Fond Du Lac,2013-05-04,2013,5,12,NaN,6,46.70527,-92.52377,COQ,KINL,37.06,33.80375,NE,7.11,0.125,0.0804,88.25,30.695833333333333,0.38,100
27-017-7416,Fond Du Lac,2013-05-04,2013,5,12,NaN,6,46.70527,-92.52377,COQ,KINL,37.05,33.78208333333333,NE,7.145,0.125,0.0805,88.20833333333333,30.67625,0.38,100
27-017-7416,Fond Du Lac,2013-05-05,2013,5,24,NaN,0,46.70527,-92.52377,COQ,KINL,51.9,41.12708333333333,NE,5.97,0.375,0,79.875,34.97708333333333,0.09,100
27-017-7416,Fond Du Lac,2013-05-05,2013,5,24,NaN,0,46.70527,-92.52377,COQ,KINL,51.88,41.097500000000004,NE,5.975,0.375,0,79.79166666666667,34.95333333333333,0.09,100
27-017-7416,Fond Du Lac,2013-05-06,2013,5,43,NaN,1,46.70527,-92.52377,COQ,KINL,69.88,50.7475,Calm,2.03,0.9375,0,62.208333333333336,36.0575,0.04,4e4
27-017-7416,Fond Du Lac,2013-05-06,2013,5,43,NaN,1,46.70527,-92.52377,COQ,KINL,70.05,50.785,Calm,2.065,0.9375,0,62.125,35.98833333333334,0.04,4e4
27-017-7416,Fond Du Lac,2013-05-07,2013,5,49,NaN,2,46.70527,-92.52377,COQ,KINL,71.33,55.02125,Calm,2.38,0.5625,0,56.416666666666664,36.73291666666667,0.07,7e3
27-017-7416,Fond Du Lac,2013-05-07,2013,5,49,NaN,2,46.70527,-92.52377,COQ,KINL,71.46,55.03541666666667,Calm,2.375,0.5625,0,56.25,36.6175,0.07,7e3
27-017-7416,Fond Du Lac,2013-05-08,2013,5,42,NaN,3,46.70527,-92.52377,COQ,KINL,70.03,55.82958333333333,Calm,2.17,0.875,0,59.833333333333336,40.2375,0.17,6500
27-017-7416,Fond Du Lac,2013-05-08,2013,5,42,NaN,3,46.70527,-92.52377,COQ,KINL,70.03,55.825,Calm,2.225,0.8125,0,59.75,40.180416666666666,0.18,6500
27-017-7416,Fond Du Lac,2013-05-09,2013,5,26,NaN,4,46.70527,-92.52377,COQ,KINL,53.83,44.75833333333333,NE,13.58,0,0.0054,65.04166666666667,33.44416666666667,0.22,1600
27-017-7416,Fond Du Lac,2013-05-09,2013,5,26,NaN,4,46.70527,-92.52377,COQ,KINL,53.93,44.760416666666664,NE,13.625,0,0.0034000000000000002,64.70833333333333,33.339999999999996,0.22,1600
27-017-7416,Fond Du Lac,2013-05-10,2013,5,39,NaN,5,46.70527,-92.52377,COQ,KINL,51.15,40.045,E,6.984999999999999,0.125,0,51.291666666666664,22.284166666666668,0.04,6500
27-017-7416,Fond Du Lac,2013-05-10,2013,5,39,NaN,5,46.70527,-92.52377,COQ,KINL,51.17,40.00375,E,6.949999999999999,0.125,0,50.916666666666664,22.081666666666667,0.04,6500
27-017-7416,Fond Du Lac,2013-05-11,2013,5,32,NaN,6,46.70527,-92.52377,COQ,KINL,45.53,39.87166666666667,NW,16.270000000000003,0,0,51.875,23.12875,0.3,2100
27-017-7416,Fond Du Lac,2013-05-11,2013,5,32,NaN,6,46.70527,-92.52377,COQ,KINL,45.58,39.865,NW,16.29,0,0,51.708333333333336,23.02875,0.3,2100
27-017-7416,Fond Du Lac,2013-05-12,2013,5,44,NaN,0,46.70527,-92.52377,COQ,KINL,52.08,40.48125,NW,8.865,0.0625,0,36.958333333333336,12.915000000000001,0.03,5e3
27-017-7416,Fond Du Lac,2013-05-12,2013,5,44,NaN,0,46.70527,-92.52377,COQ,KINL,52.07,40.47541666666667,NW,8.87,0.0625,0,36.666666666666664,12.684166666666666,0.03,5e3
27-017-7416,Fond Du Lac,2013-05-13,2013,5,50,NaN,1,46.70527,-92.52377,COQ,KINL,58.55,45.111666666666665,Calm,6.84,0.1875,0.009,41.416666666666664,22.098333333333333,0.05,5500
27-017-7416,Fond Du Lac,2013-05-13,2013,5,50,NaN,1,46.70527,-92.52377,COQ,KINL,58.73,45.1875,Calm,6.925,0.1875,0.0091,40.833333333333336,21.8825,0.04,5500
27-017-7416,Fond Du Lac,2013-05-14,2013,5,48,NaN,2,46.70527,-92.52377,COQ,KINL,72.05,52.20625,Calm,5.255,0.3125,0.0391,55.541666666666664,34.6575,0.04,3800
27-017-7416,Fond Du Lac,2013-05-14,2013,5,48,NaN,2,46.70527,-92.52377,COQ,KINL,72.24,52.227916666666665,Calm,5.4399999999999995,0.3125,0.0393,55.125,34.498333333333335,0.04,3800
27-017-7416,Fond Du Lac,2013-05-15,2013,5,29,NaN,3,46.70527,-92.52377,COQ,KINL,77.88,64.25708333333333,W,11.285,0.0625,0,36.708333333333336,32.52875,0.12,1e4
27-017-7416,Fond Du Lac,2013-05-15,2013,5,29,NaN,3,46.70527,-92.52377,COQ,KINL,77.97,64.28708333333333,W,11.27,0.0625,0,36.541666666666664,32.270833333333336,0.12,1e4
27-017-7416,Fond Du Lac,2013-05-16,2013,5,20,NaN,4,46.70527,-92.52377,COQ,KINL,66.2,55.665,E,8.165,0.0625,0.0011,42.125,31.2275,0.06,1e4
27-017-7416,Fond Du Lac,2013-05-16,2013,5,20,NaN,4,46.70527,-92.52377,COQ,KINL,66.31,55.69375,E,8.149999999999999,0.0625,0.001,42,31.0325,0.06,1e4
27-017-7416,Fond Du Lac,2013-05-17,2013,5,14,NaN,5,46.70527,-92.52377,COQ,KINL,56.52,49.98708333333333,E,12.875,0,0,50.33333333333333,31.938333333333333,0.18,4800
27-017-7416,Fond Du Lac,2013-05-17,2013,5,14,NaN,5,46.70527,-92.52377,COQ,KINL,56.53,50.0075,E,12.9,0,0,50.041666666666664,31.798333333333332,0.18,4800
27-017-7416,Fond Du Lac,2013-05-18,2013,5,5,NaN,6,46.70527,-92.52377,COQ,KINL,50.36,45.13041666666667,E,6.615,0.125,0.1881,87.625,41.60125,0.32,100
27-017-7416,Fond Du Lac,2013-05-18,2013,5,5,NaN,6,46.70527,-92.52377,COQ,KINL,50.29,45.0575,E,6.645,0.125,0.1864,87.70833333333333,41.534166666666664,0.32,100
27-017-7416,Fond Du Lac,2013-05-19,2013,5,10,NaN,0,46.70527,-92.52377,COQ,KINL,54.53,49.05875,E,10.935,0.0625,0.2323,88.16666666666667,45.64541666666667,0.27,100
27-017-7416,Fond Du Lac,2013-05-19,2013,5,10,NaN,0,46.70527,-92.52377,COQ,KINL,54.45,49.024166666666666,E,10.95,0.0625,0.2339,88.25,45.617916666666666,0.27,100
27-017-7416,Fond Du Lac,2013-05-23,2013,5,37,NaN,4,46.70527,-92.52377,COQ,KINL,55.52,46.74583333333333,NE,6.545,0.0625,0,51.583333333333336,28.692083333333333,0.03,4100
27-017-7416,Fond Du Lac,2013-05-23,2013,5,37,NaN,4,46.70527,-92.52377,COQ,KINL,55.62,46.775,NE,6.59,0.0625,0,51.208333333333336,28.576666666666668,0.03,4100
27-017-7416,Fond Du Lac,2013-05-24,2013,5,39,NaN,5,46.70527,-92.52377,COQ,KINL,63.49,48.083333333333336,Calm,3.535,0.375,0,50.583333333333336,27.60375,0,4e4
27-017-7416,Fond Du Lac,2013-05-24,2013,5,39,NaN,5,46.70527,-92.52377,COQ,KINL,63.69,48.124583333333334,Calm,3.54,0.375,0,50.5,27.39875,0,4e4
27-017-7416,Fond Du Lac,2013-05-25,2013,5,38,NaN,6,46.70527,-92.52377,COQ,KINL,53.69,47.98041666666667,E,7.220000000000001,0,8e-4,54.79166666666667,32.39666666666667,0.24,7500
27-017-7416,Fond Du Lac,2013-05-25,2013,5,38,NaN,6,46.70527,-92.52377,COQ,KINL,53.69,47.96208333333333,E,7.21,0,0,54.625,32.24041666666667,0.24,7500
27-017-7416,Fond Du Lac,2013-05-26,2013,5,41,NaN,0,46.70527,-92.52377,COQ,KINL,60.33,50.425,E,7.425000000000001,0,0,46.375,29.627916666666668,0.05,7e3
27-017-7416,Fond Du Lac,2013-05-26,2013,5,41,NaN,0,46.70527,-92.52377,COQ,KINL,60.36,50.46,E,7.475,0,0,46.083333333333336,29.4525,0.05,7e3
27-017-7416,Fond Du Lac,2013-05-27,2013,5,43,NaN,1,46.70527,-92.52377,COQ,KINL,57.74,49.527499999999996,E,7.4350000000000005,0.0625,0,51.791666666666664,32.08166666666666,0.24,2800
27-017-7416,Fond Du Lac,2013-05-27,2013,5,43,NaN,1,46.70527,-92.52377,COQ,KINL,57.83,49.534166666666664,E,7.455,0.0625,0,51.291666666666664,31.930833333333332,0.24,2800
27-017-7416,Fond Du Lac,2013-05-28,2013,5,47,NaN,2,46.70527,-92.52377,COQ,KINL,59.26,51.20166666666667,E,6.03,0.1875,0,59.458333333333336,37.3375,0.41,1700
27-017-7416,Fond Du Lac,2013-05-28,2013,5,47,NaN,2,46.70527,-92.52377,COQ,KINL,59.4,51.215833333333336,E,6.07,0.1875,0,59.041666666666664,37.233333333333334,0.41,1700
27-017-7416,Fond Du Lac,2013-05-29,2013,5,43,NaN,3,46.70527,-92.52377,COQ,KINL,72.26,57.6125,Calm,4.42,0.4375,0.814,70.5,47.815416666666664,0.28,200
27-017-7416,Fond Du Lac,2013-05-29,2013,5,43,NaN,3,46.70527,-92.52377,COQ,KINL,72.49,57.66625,Calm,4.445,0.4375,0.8316,70.33333333333333,47.8025,0.28,200
27-017-7416,Fond Du Lac,2013-05-30,2013,5,34,NaN,4,46.70527,-92.52377,COQ,KINL,64.8,56.46666666666667,E,7.25,0,0.2357,85.41666666666667,52.055,0.25,100
27-017-7416,Fond Du Lac,2013-05-30,2013,5,34,NaN,4,46.70527,-92.52377,COQ,KINL,64.86,56.46666666666667,E,7.24,0,0.2386,85.375,52.05083333333333,0.25,100
27-017-7416,Fond Du Lac,2013-05-31,2013,5,43,NaN,5,46.70527,-92.52377,COQ,KINL,71.62,58.385,Calm,4.715,0.4375,0.1953,77.75,50.88791666666667,0.28,100
27-017-7416,Fond Du Lac,2013-05-31,2013,5,43,NaN,5,46.70527,-92.52377,COQ,KINL,71.88,58.419583333333335,Calm,4.74,0.4375,0.1941,77.66666666666667,50.87833333333333,0.28,100
27-017-7416,Fond Du Lac,2013-06-01,2013,6,31,NaN,6,46.70527,-92.52377,COQ,KINL,56.97,50.65541666666667,Calm,4.725,0.4375,0.0999,82.95833333333333,45.61125,0.53,200
27-017-7416,Fond Du Lac,2013-06-01,2013,6,31,NaN,6,46.70527,-92.52377,COQ,KINL,57.13,50.68958333333333,Calm,4.8,0.4375,0.1009,82.91666666666667,45.623333333333335,0.53,200
27-017-7416,Fond Du Lac,2013-06-02,2013,6,38,NaN,0,46.70527,-92.52377,COQ,KINL,63.12,51.62041666666667,NW,7.475,0.1875,0,54.958333333333336,33.700833333333335,0.16,2200
27-017-7416,Fond Du Lac,2013-06-02,2013,6,38,NaN,0,46.70527,-92.52377,COQ,KINL,63.11,51.63166666666667,NW,7.57,0.1875,0,54.75,33.5925,0.17,2200
27-017-7416,Fond Du Lac,2013-06-03,2013,6,40,NaN,1,46.70527,-92.52377,COQ,KINL,62.15,51.58958333333333,Calm,3.59,0.625,0,51.166666666666664,31.7975,0.04,1e4
27-017-7416,Fond Du Lac,2013-06-03,2013,6,40,NaN,1,46.70527,-92.52377,COQ,KINL,62.22,51.626666666666665,Calm,3.635,0.625,0,50.75,31.695833333333333,0.04,1e4
27-017-7416,Fond Du Lac,2013-06-04,2013,6,39,NaN,2,46.70527,-92.52377,COQ,KINL,59.3,51.5075,E,6.34,0.0625,0.1208,50.083333333333336,33.079166666666666,0.31,2600
27-017-7416,Fond Du Lac,2013-06-04,2013,6,39,NaN,2,46.70527,-92.52377,COQ,KINL,59.45,51.53541666666667,E,6.3149999999999995,0.0625,0.1226,49.791666666666664,32.935833333333335,0.31,2600
27-017-7416,Fond Du Lac,2013-06-05,2013,6,37,NaN,3,46.70527,-92.52377,COQ,KINL,47.83,45.82541666666667,E,8.1,0,0.2669,85.25,41.540416666666665,0.72,100
27-017-7416,Fond Du Lac,2013-06-05,2013,6,37,NaN,3,46.70527,-92.52377,COQ,KINL,47.83,45.82958333333333,E,8.005,0,0.2673,85.25,41.54083333333333,0.72,100
27-017-7416,Fond Du Lac,2013-06-06,2013,6,36,NaN,4,46.70527,-92.52377,COQ,KINL,54.12,47.73833333333334,E,6.47,0.25,0,81.04166666666667,41.76916666666666,0.33,100
27-017-7416,Fond Du Lac,2013-06-06,2013,6,36,NaN,4,46.70527,-92.52377,COQ,KINL,54.19,47.75958333333333,E,6.385,0.3125,0,81.04166666666667,41.77458333333333,0.33,100
27-017-7416,Fond Du Lac,2013-06-07,2013,6,39,NaN,5,46.70527,-92.52377,COQ,KINL,63.2,52.60666666666667,Calm,1.705,1,0,61.29166666666667,38.4325,0.27,4900
27-017-7416,Fond Du Lac,2013-06-07,2013,6,39,NaN,5,46.70527,-92.52377,COQ,KINL,63.27,52.67208333333333,Calm,1.76,0.9375,0,60.875,38.33541666666667,0.28,4900
27-017-7416,Fond Du Lac,2013-06-08,2013,6,44,NaN,6,46.70527,-92.52377,COQ,KINL,66.51,57.09583333333333,E,5.359999999999999,0.25,0,53.708333333333336,39.84166666666667,0.16,6500
27-017-7416,Fond Du Lac,2013-06-08,2013,6,44,NaN,6,46.70527,-92.52377,COQ,KINL,66.63,57.175,E,5.380000000000001,0.25,0,53.541666666666664,39.770833333333336,0.16,6500
27-017-7416,Fond Du Lac,2013-06-09,2013,6,41,NaN,0,46.70527,-92.52377,COQ,KINL,53.65,51.09708333333333,E,8.18,0,0.2893,77.54166666666667,44.128750000000004,0.27,300
