SITENAME,CITY,ADDRESS,UTMZONE,UTMEASTING,UTMNORTH,Latitude,Longitude,MPCA_SITE_ID,AQS_Site_ID,date,wd,ws,ReportName,Parameter,DetectionLimit,Pollutant,Result,Censored
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12107,0.00372857,Barium (TSP),0.0062194,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12126,0.01183144,Iron (TSP),0.2500601,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12132,0.00143727,Manganese (TSP),0.0085342,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,12167,0.00726967,Zinc (TSP),0.0088372,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-05,304.8444304320884,13.353054148053555,Harding High School,14129,0.00156225,Lead (TSP) LC,0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12107,0.00372857,Barium (TSP),0.0038,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12126,0.01183144,Iron (TSP),0.1456609,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12132,0.00143727,Manganese (TSP),0.0028772,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,12167,0.00726967,Zinc (TSP),0.0121726,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-11,271.8633902644027,7.820272790581603,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0018406,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12102,0.00191636,Antimony (TSP),0.0024674,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12107,0.00372857,Barium (TSP),0.0103987,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12126,0.01183144,Iron (TSP),0.2474527,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12132,0.00143727,Manganese (TSP),0.0060674,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,12167,0.00726967,Zinc (TSP),0.0173842,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-17,305.73354178026057,6.691125119342376,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0038259,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12107,0.00372857,Barium (TSP),0.0090251,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12126,0.01183144,Iron (TSP),0.3230048,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12132,0.00143727,Manganese (TSP),0.0147875,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,12167,0.00726967,Zinc (TSP),0.0777657,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-23,271.15222636970583,5.4152050836881065,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0070319,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12107,0.00372857,Barium (TSP),0.0142215,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12112,0.00141644,Chromium (TSP),0.0035905,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12126,0.01183144,Iron (TSP),0.7919104,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12132,0.00143727,Manganese (TSP),0.040341,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12154,0.00199968,Selenium (TSP),0.0042084,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,12167,0.00726967,Zinc (TSP),0.0834438,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-01-29,192.07921984025003,6.350353334122861,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0094362,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12107,0.00372857,Barium (TSP),0.0071709,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12112,0.00141644,Chromium (TSP),0.0020247,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12132,0.00143727,Manganese (TSP),0.0045205,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,12167,0.00726967,Zinc (TSP),0.0165664,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-04,342.63162346254984,7.063679243759978,Harding High School,14129,0.00156225,Lead (TSP) LC,0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12107,0.00372857,Barium (TSP),0.0131382,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12126,0.01183144,Iron (TSP),0.3622536,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12132,0.00143727,Manganese (TSP),0.0101122,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12154,0.00199968,Selenium (TSP),0.0028214,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,12167,0.00726967,Zinc (TSP),0.022455,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-10,295.9317191882868,5.082061658784109,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0032589,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12107,0.00372857,Barium (TSP),0.0044796,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12126,0.01183144,Iron (TSP),0.0903631,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12132,0.00143727,Manganese (TSP),0.0038492,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12154,0.00199968,Selenium (TSP),0.002196,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,12167,0.00726967,Zinc (TSP),0.0160612,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-16,90.4629474974668,5.0297552396824425,Harding High School,14129,0.00156225,Lead (TSP) LC,0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12107,0.00372857,Barium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12126,0.01183144,Iron (TSP),0.067854,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12132,0.00143727,Manganese (TSP),0.0027296,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,12167,0.00726967,Zinc (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-22,270,14.071227210769251,Harding High School,14129,0.00156225,Lead (TSP) LC,0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12107,0.00372857,Barium (TSP),0.0076031,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12126,0.01183144,Iron (TSP),0.2694244,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12132,0.00143727,Manganese (TSP),0.0133461,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12136,0.00116648,Nickel (TSP),0.0017127,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,12167,0.00726967,Zinc (TSP),0.0438985,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-02-28,169.744965950103,2.5382287417232456,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0033988,FALSE
