SITENAME,CITY,ADDRESS,UTMZONE,UTMEASTING,UTMNORTH,Latitude,Longitude,MPCA_SITE_ID,AQS_Site_ID,date,wd,ws,ReportName,Parameter,DetectionLimit,Pollutant,Result,Censored
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-07,183.89908586998376,4.148453950695738,Harding High School,12132,0.00143727,Manganese (TSP),0.0329999,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-07,183.89908586998376,4.148453950695738,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-07,183.89908586998376,4.148453950695738,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-07,183.89908586998376,4.148453950695738,Harding High School,12167,0.00726967,Zinc (TSP),0.0746129,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-07,183.89908586998376,4.148453950695738,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0042338,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12107,0.00372857,Barium (TSP),0.0041715,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12126,0.01183144,Iron (TSP),0.0995687,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12132,0.00143727,Manganese (TSP),0.00247,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,12167,0.00726967,Zinc (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-13,305.1339034084008,13.13873592769348,Harding High School,14129,0.00156225,Lead (TSP) LC,0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12107,0.00372857,Barium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12126,0.01183144,Iron (TSP),0.2536468,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12132,0.00143727,Manganese (TSP),0.0137345,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,12167,0.00726967,Zinc (TSP),0.0208042,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-19,284.8978507405707,13.820855313110934,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0017083,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12107,0.00372857,Barium (TSP),0.008661,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12126,0.01183144,Iron (TSP),0.3221873,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12132,0.00143727,Manganese (TSP),0.0109267,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,12167,0.00726967,Zinc (TSP),0.0300347,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-11-25,250.83281873961567,1.5868423684804323,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0041118,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12107,0.00372857,Barium (TSP),0.0078563,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12126,0.01183144,Iron (TSP),0.5017293,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12132,0.00143727,Manganese (TSP),0.0265211,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,12167,0.00726967,Zinc (TSP),0.0732615,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-01,278.1090978756963,2.4815609009271102,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0048973,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12107,0.00372857,Barium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12126,0.01183144,Iron (TSP),0.1786068,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12132,0.00143727,Manganese (TSP),0.007178,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,12167,0.00726967,Zinc (TSP),0.0146469,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-07,158.02358321906354,12.832544847434958,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0020083,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12102,0.00191636,Antimony (TSP),0.0029029,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12107,0.00372857,Barium (TSP),0.0071081,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12126,0.01183144,Iron (TSP),0.2668515,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12132,0.00143727,Manganese (TSP),0.0054343,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,12167,0.00726967,Zinc (TSP),0.0249338,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-13,166.5472071009627,5.878339894356146,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0043196,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12107,0.00372857,Barium (TSP),0.0065395,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12126,0.01183144,Iron (TSP),0.2947128,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12132,0.00143727,Manganese (TSP),0.0140876,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,12167,0.00726967,Zinc (TSP),0.0179985,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-19,138.78699011459858,7.377085790394089,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0021539,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12103,0.00181221,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12107,0.00372857,Barium (TSP),0.0038896,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12112,0.00141644,Chromium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12126,0.01183144,Iron (TSP),0.0835376,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12132,0.00143727,Manganese (TSP),0.0017901,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12136,0.00116648,Nickel (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,12167,0.00726967,Zinc (TSP),0.0095182,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-25,175.73536160150348,2.9331198533290137,Harding High School,14129,0.00156225,Lead (TSP) LC,0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12102,0.00191636,Antimony (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12103,0.00181221,Arsenic (TSP),0.0024616,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12105,0.00135395,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12107,0.00372857,Barium (TSP),0.010551,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12110,9.5818e-4,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12112,0.00141644,Chromium (TSP),0.0016076,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12113,0.0014581,Cobalt (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12126,0.01183144,Iron (TSP),0.3433771,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12132,0.00143727,Manganese (TSP),0.0149438,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12136,0.00116648,Nickel (TSP),0.0017204,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12154,0.00199968,Selenium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,12167,0.00726967,Zinc (TSP),0.0188062,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2014-12-31,231.4484886942807,11.844195609871536,Harding High School,14129,0.00156225,Lead (TSP) LC,0.0017006,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2015-01-06,287.102024644956,10.719870675544488,Harding High School,12102,8.69460046448816e-4,Antimony (TSP),0.0011995,FALSE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2015-01-06,287.102024644956,10.719870675544488,Harding High School,12103,0.00644828547790363,Arsenic (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2015-01-06,287.102024644956,10.719870675544488,Harding High School,12105,0.00294674056330541,Beryllium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2015-01-06,287.102024644956,10.719870675544488,Harding High School,12107,0.00792449352926223,Barium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2015-01-06,287.102024644956,10.719870675544488,Harding High School,12110,0.00319726700888341,Cadmium (TSP),0,TRUE
Harding High School,St Paul,1540 East 6th St.,15,497169,4978434,44.95933791,-93.03589404,871,27-123-0871,2015-01-06,287.102024644956,10.719870675544488,Harding High School,12112,0.0034788661717325,Chromium (TSP),0,TRUE
